"countryCode_ISO3","level","lon","lat"
"MWI",0,34.3054245163882,-13.2360389457056
"MYS",0,114.745090771799,3.62034655969447
"MDV",0,73.537968995563,1.90589473036157
"MLI",0,-3.49898565069533,17.4553747323487
"MLT",0,14.4400842307044,35.8883908697665
"MHL",0,171.222038201373,7.09640346904715
"MTQ",0,-61.0181520960775,14.6528440057812
"MRT",0,-10.3238899878412,20.3530562969436
"MUS",0,57.5719559754006,-20.2837912794968
"MYT",0,45.1439239282281,-12.8240336411834
"MEX",0,-102.708710743665,24.1879827964789
"FSM",0,158.227341149692,6.88034524972921
"MDA",0,28.4640675010561,47.2185336012361
"MCO",0,7.42326702905304,43.7356785621062
"MNG",0,103.02854436513,46.973385091142
"MNE",0,19.2372504565014,42.7800518603534
"MSR",0,-62.1896857779839,16.7394619065815
"MAR",0,-6.2393931720686,31.9093992172395
"MOZ",0,35.5137995006982,-17.3978740591006
"MMR",0,96.5155121546964,21.3271721669493
"NAM",0,17.2293556786428,-22.2535262367875
"NRU",0,166.934483661611,-0.528470467178928
"NPL",0,83.9305232267556,28.2715252098859
"NLD",0,5.61742353014459,52.2824140147102
"NCL",0,165.491340880013,-21.3294090610333
"NZL",0,170.438954941715,-44.0454899274646
"NIC",0,-85.0390723944431,12.8501230209913
"NER",0,9.42872051084495,17.4867302480815
"NGA",0,8.11269053286223,9.63896823935123
"NIU",0,-169.858550843007,-19.0524364930969
"NFK",0,167.952266563429,-29.0325828860518
"PRK",0,127.185267187392,40.1704528246071
"MKD",0,21.6890853881596,41.5966382287882
"MNP",0,145.753968785331,15.1891454557174
"NOR",0,14.9892611383586,65.1660280513101
"OMN",0,56.1051155985226,20.6012285896994
"PAK",0,68.8610868148049,29.4905548356431
"Z06",0,74.8317375860717,35.547834385303
"PLW",0,134.565167578441,7.49934525944317
"PSE",0,35.2577684291327,31.9473957311342
"PAN",0,-80.0803519358921,8.51883376755219
"PNG",0,144.263445297657,-6.62455157839398
"PRY",0,-58.3696268073771,-23.2943429102358
"PER",0,-74.3383652417805,-9.25677885812004
"PHL",0,121.419563479421,15.9649855629448
"PCN",0,-128.322887266975,-24.3767316512327
"POL",0,19.3790603568174,52.1922333328329
"PRT",0,-7.95932087653821,39.7273111071002
"PRI",0,-66.479515327957,18.2244284021481
"QAT",0,51.1912933872638,25.2867418297639
"ROU",0,24.9804761970607,45.8740451739729
"RUS",0,100.912813537939,64.0311165419769
"RWA",0,29.926353472932,-2.00058424780992
"REU",0,55.5327246765824,-21.1335139168523
"MAF",0,-63.062971128463,18.0781854743143
"WSM",0,-172.44734946899,-13.620908585466
"SMR",0,12.4610040374161,43.9390657723137
"SAU",0,44.4791116173347,24.2788238306789
"SEN",0,-14.4723117777408,14.3675030642295
"SRB",0,20.7733620117039,44.2483265139852
"SYC",0,55.4679352682204,-4.67716142244245
"SLE",0,-11.7814290620431,8.56753710938655
"SGP",0,103.806635027365,1.35782961873049
"SXM",0,-63.0623919689261,18.0382633061803
"SVK",0,19.4888132155032,48.7145168486722
"SVN",0,14.8196080558007,46.1268578209133
"SLB",0,160.160354682811,-9.6228846451176
"SOM",0,45.8805804100227,6.10182362880755
"ZAF",0,25.1112484948866,-29.1321075785007
"SGS",0,-36.6853986606567,-54.3768045563244
"KOR",0,127.84491073252,36.4674985368101
"SSD",0,30.319630305987,7.2987191060945
"ESP",0,-3.55015363094043,40.4730481057008
"LKA",0,80.6990557498837,7.61853651483338
"BLM",0,-62.829300125637,17.9016887594888
"SHN",0,-5.70742650951754,-15.9652163893787
"KNA",0,-62.7650703027101,17.3392431426369
"LCA",0,-60.9667681423337,13.8984865133597
"SPM",0,-56.3225108528504,46.9510104619821
"VCT",0,-61.1889727280974,13.2513336048346
"SDN",0,30.0231859008168,16.1390447049967
"SUR",0,-55.9159257491865,4.13819697413353
"SJM",0,15.798368814238,78.6859148731738
"SWE",0,16.9973307322408,63.4546947429863
"CHE",0,8.23106731623986,46.806269456886
"SYR",0,38.5366419665218,35.0491222902096
"STP",0,6.60225644644937,0.238989824898607
"TWN",0,120.975042061952,23.7581921099989
"TJK",0,71.0312186242275,38.5431358703224
"TZA",0,34.8151824448087,-6.28720299377807
"THA",0,101.022197159205,15.2089797873887
"TLS",0,125.944787912831,-8.79772452865617
"TGO",0,0.978396475112623,8.54299965728566
"TKL",0,-171.778522911855,-9.17806697648781
"TON",0,-175.19185210363,-21.1740993876175
"TTO",0,-61.2964054565246,10.4241529111793
"TUN",0,9.57112221782829,34.1615198532832
"TUR",0,35.4425966052126,39.0274395596986
"TKM",0,59.1375623407678,39.2488456614753
"TCA",0,-71.7581129579834,21.7752216948207
"TUV",0,178.679922490053,-7.47971299427255
"VIR",0,-64.7684535947475,17.7328639096416
"UGA",0,32.3921457777228,1.28214082112606
"UKR",0,31.3664563802889,49.0901068369667
"ARE",0,54.3440994451158,23.9150101773519
"GBR",0,-2.57346098700019,54.1357254066983
"USA",0,-99.3218839841744,40.1406759028235
"UMI",0,166.636479406237,19.2893195687417
"URY",0,-56.0147689335559,-32.816844310616
"UZB",0,63.0857158926592,41.828659015278
"VUT",0,166.872953004281,-15.2415938035687
"VAT",0,12.4528609342563,41.903540328283
"VEN",0,-66.1558811261843,7.14475524306263
"VNM",0,106.285070972903,16.8159014467453
"WLF",0,-176.204581044403,-13.2854340150255
"ESH",0,-13.1121328075838,24.7230972374908
"YEM",0,47.547803650569,15.949303541811
"ZMB",0,27.7735135345042,-13.4898145075124
"ZWE",0,29.8711530803462,-19.023848273133
"ALA",0,19.9743622686053,60.2217971091615
"AFG",1,71.4595410038619,37.0408658050596
"AFG",1,63.7523808147543,35.1417646002099
"AFG",1,68.7155577317772,35.7082981149183
"AFG",1,67.1354001630627,36.6512636220146
"AFG",1,67.1814716122998,34.7237627650444
"AFG",1,66.1842425961992,33.7567474919767
"AFG",1,62.3027347067382,32.6088775632546
"AFG",1,64.8642685473331,36.0746088487643
"AFG",1,67.8272865301641,33.2937564920633
"AFG",1,64.8896958067075,34.1877727971884
"AFG",1,64.0196679348977,31.1573317510691
"AFG",1,62.121160036269,34.1972244508345
"AFG",1,65.8669154332736,36.8210905640589
"AFG",1,69.3107753368889,34.5594763155312
"AFG",1,65.7010507670872,30.9813766781424
"AFG",1,69.6182717421641,34.9629929140064
"AFG",1,69.8720880173813,33.3729189790702
"AFG",1,71.1161913036484,34.9652866671217
"AFG",1,68.7513323545614,36.8405368848231
"AFG",1,70.1431755468588,34.7568321553101
"AFG",1,69.0779875130379,33.99397999298
"AFG",1,70.4683045369381,34.2754901256131
"AFG",1,62.3155402426227,30.8139764530496
"AFG",1,70.8005778041397,35.4127059120252
"AFG",1,68.7533833608958,32.4809451156425
"AFG",1,69.4248532482732,33.681642462344
"AFG",1,69.8219656626753,35.455745540462
"AFG",1,68.8877027232166,34.9693464307103
"AFG",1,67.7411260599909,35.9511255642209
"AFG",1,66.1685335795736,35.7175633510073
"AFG",1,69.7783306634223,36.7083129409317
"AFG",1,66.0049811239474,32.8204388230344
"AFG",1,68.2838530646143,34.3180917357596
"AFG",1,67.1045134689799,32.2385711755336
"ALB",1,20.0906497139503,40.6288064315602
"ALB",1,20.2494214958528,41.589565485941
"ALB",1,19.6303272310041,41.4474765698944
"ALB",1,20.1864900440925,41.0405561258466
"ALB",1,19.620443645022,40.7752606786337
"ALB",1,20.1689128525904,40.2145449053966
"ALB",1,20.6659507290416,40.6300416030778
"ALB",1,20.2395471646988,42.1954222924794
"ALB",1,19.8458451486732,41.8017316509585
"ALB",1,19.719459808799,42.1775267477855
"ALB",1,19.7940374123268,41.2688731537789
"ALB",1,19.7925485852328,40.1641357443106
"DZA",1,-0.614744123128252,26.0889538429614
"DZA",1,2.06693595180242,36.1847251387618
"DZA",1,-1.05523979468291,35.3509329122391
"DZA",1,3.05676498658421,36.7056502798175
"DZA",1,7.54296953106855,36.8384256281574
"DZA",1,5.8748438888782,35.4207432966281
"DZA",1,-2.46306015102609,30.0868966811513
"DZA",1,4.83602986424485,36.5768518745813
"DZA",1,5.33633799168426,34.4715203204603
"DZA",1,2.9198823002339,36.4923692894786
"DZA",1,4.7148311052398,36.0814676641759
"DZA",1,3.84347872781727,36.2534036724239
"DZA",1,3.63906007877717,36.7288478132741
"DZA",1,1.25627909508076,36.2385416989375
"DZA",1,6.6879014299611,36.3486568636468
"DZA",1,3.52921732845557,34.3962097962773
"DZA",1,0.912232863562191,32.5789969495333
"DZA",1,6.99631865148062,33.2884030286264
"DZA",1,8.14643834447838,36.7137810555325
"DZA",1,3.18068019202577,31.1988172830734
"DZA",1,7.39583711208649,36.3961632946603
"DZA",1,8.30570951776562,26.840897903973
"DZA",1,5.97083610646141,36.7013246824099
"DZA",1,6.99667556633733,34.984839773914
"DZA",1,2.72770077793611,33.6109904976353
"DZA",1,4.25872973022502,35.2904602490684
"DZA",1,0.15904254019899,35.3922073019092
"DZA",1,2.92389859730709,35.9801241551978
"DZA",1,6.1458254942783,36.2939799052358
"DZA",1,0.333358528426448,35.9878808855939
"DZA",1,-0.76875108465625,33.3096781846012
"DZA",1,-0.598461835531293,35.6489128584274
"DZA",1,6.11980509483681,31.146830804627
"DZA",1,7.06480705827256,35.8369615623548
"DZA",1,0.801329699657562,35.801325268718
"DZA",1,0.281044797830778,34.7382479808721
"DZA",1,5.43823096351688,36.1384509271567
"DZA",1,-0.50309370063924,34.709476906592
"DZA",1,6.83334227433428,36.7827011893279
"DZA",1,7.88361942728043,36.1496791682788
"DZA",1,4.65466291787162,23.9849249182193
"DZA",1,7.85624487292933,35.0654980207322
"DZA",1,1.53058900461176,34.9673943494445
"DZA",1,-6.06548702692864,27.7093649905688
"DZA",1,2.21917473291045,36.5194878321171
"DZA",1,1.81161387541308,35.7575446141148
"DZA",1,4.20423247768423,36.6750257817526
"DZA",1,-1.40407138984083,34.7283791501311
"ASM",1,-170.662994917197,-14.2750075778879
"ASM",1,-169.466944895765,-14.2359008907183
"ASM",1,-171.078309067678,-11.0559302236406
"ASM",1,-170.768760524197,-14.3240105545452
"AND",1,1.51912165752189,42.5065210925482
"AND",1,1.66187624795807,42.5800236030815
"AND",1,1.64457155522979,42.5224392536333
"AND",1,1.58877536372818,42.4872401870883
"AND",1,1.48317676775658,42.5534572811787
"AND",1,1.53873102129875,42.6059218243423
"AND",1,1.49383493527629,42.4658763805145
"AGO",1,13.8814249156943,-8.98050793166414
"AGO",1,13.989429446576,-12.9351124320963
"AGO",1,17.3625429935181,-12.3293699529026
"AGO",1,12.4756516404466,-5.0394358931815
"AGO",1,19.5223970255387,-16.1278066076943
"AGO",1,14.9456755650065,-8.89950282106249
"AGO",1,15.0443728300675,-10.8277316960981
"AGO",1,15.5776858858953,-16.5057367341346
"AGO",1,15.7455012687148,-12.5710171523506
"AGO",1,14.9490896953688,-14.7460978653867
"AGO",1,13.3126703035381,-8.98084993266998
"AGO",1,19.4914577143725,-8.65493218855433
"AGO",1,20.6545869378246,-10.178558327678
"AGO",1,16.959648823266,-9.49527606480049
"AGO",1,21.0342978866747,-12.8850780822437
"AGO",1,12.7279503467404,-15.4984754364432
"AGO",1,15.4770833669162,-7.02523449912689
"AGO",1,13.5616065202973,-6.60922401309249
"AIA",1,-63.092236257697,18.1782619302688
"AIA",1,-63.2506154716863,18.2788822546759
"AIA",1,-62.9902930597209,18.2373471402627
"AIA",1,-63.0655641067349,18.198598367567
"AIA",1,-62.990613240128,18.2569472840564
"AIA",1,-63.0835389630981,18.2061439581579
"AIA",1,-63.0510786077642,18.2360909443051
"AIA",1,-63.1728172903212,18.2639514907485
"AIA",1,-63.0866552829284,18.2004648046283
"AIA",1,-63.0122160169229,18.2302898147747
"AIA",1,-62.9449008126595,18.2874317316627
"AIA",1,-63.4257007807438,18.5893053281928
"AIA",1,-63.1003014409333,18.188734464888
"AIA",1,-63.0228831798259,18.2452197403115
"AIA",1,-63.0250855734,18.2143786024292
"AIA",1,-63.0449462810267,18.20503804137
"AIA",1,-63.0621975976049,18.2134844517951
"AIA",1,-63.1403294028115,18.1746251358409
"ATG",1,-61.7933819148407,17.6315452624382
"ATG",1,-62.3453878493024,16.9385026459335
"ATG",1,-61.7961299893606,17.1224970384949
"ATG",1,-61.8363823682971,17.1128161855938
"ATG",1,-61.8561820601834,17.0517895542339
"ATG",1,-61.7729834295854,17.0333964949895
"ATG",1,-61.7606211723423,17.0921434755617
"ATG",1,-61.7107069111451,17.0651708879497
"ARG",1,-60.5712210343499,-36.7260653783426
"ARG",1,-66.9367674210479,-27.3545050814115
"ARG",1,-60.7612726560914,-26.4001081974171
"ARG",1,-68.53307460243,-43.8220938301659
"ARG",1,-58.4444373301127,-34.6177034107121
"ARG",1,-63.7992771659312,-32.1747443062304
"ARG",1,-57.8088500560467,-28.7860247774203
"ARG",1,-59.207296614021,-32.0616411520858
"ARG",1,-59.9266990719763,-24.9038019862005
"ARG",1,-65.7600533313032,-23.3243795647761
"ARG",1,-65.4488338173113,-37.1490796643117
"ARG",1,-67.1742258845415,-29.6937327692727
"ARG",1,-68.5888809602514,-34.6609337881883
"ARG",1,-54.6496349346997,-26.8800918142539
"ARG",1,-70.1222611263344,-38.6659341217961
"ARG",1,-67.2379522075391,-40.4278054135284
"ARG",1,-64.8230070501721,-24.3099838773246
"ARG",1,-68.8805516573241,-30.8724321404453
"ARG",1,-66.0279145987325,-33.7914124765173
"ARG",1,-69.9449310873494,-48.8892863499989
"ARG",1,-60.9582885560345,-30.7544306074664
"ARG",1,-63.2589036442002,-27.8011080748041
"ARG",1,-67.4708788788957,-54.3297224053285
"ARG",1,-65.3659758284348,-26.9468869724793
"ARM",1,44.1416759766879,40.4406652285004
"ARM",1,44.7872260907177,39.9634922447751
"ARM",1,44.0268830573449,40.144728394815
"ARM",1,44.5357580908761,40.1786075393124
"ARM",1,45.341881744192,40.3062073786456
"ARM",1,44.7048497361297,40.408588402761
"ARM",1,44.492356682143,40.9822298325166
"ARM",1,43.869750073007,40.828156319346
"ARM",1,46.1730664087503,39.3474552921203
"ARM",1,45.1296236193502,40.9117876651326
"ARM",1,45.4583852167046,39.7728235699348
"AUS",1,123.104463242826,-12.2656194104045
"AUS",1,149.002388851899,-35.4894891405352
"AUS",1,154.397542845848,-20.9998720213201
"AUS",1,150.689732644758,-35.1528082793548
"AUS",1,147.010753355707,-32.2481395371658
"AUS",1,133.37353006833,-19.6171605998299
"AUS",1,144.575929598001,-22.74552615668
"AUS",1,135.861464570534,-30.1910123705799
"AUS",1,146.579718526068,-42.0221531768972
"AUS",1,144.31305528827,-36.868488943507
"AUS",1,122.134635444909,-25.769577218466
"AUT",1,16.5253478398888,47.5469525126496
"AUT",1,13.9179446497216,46.7750232216075
"AUT",1,15.7658944957976,48.2747963527015
"AUT",1,13.9665499057496,48.1398886574301
"AUT",1,13.0850452638533,47.3908473846428
"AUT",1,15.0118792364465,47.2716656632773
"AUT",1,11.3112495831469,47.2506749812043
"AUT",1,9.89608406934502,47.2411122226155
"AUT",1,16.3790600437893,48.2090040096519
"AZE",1,49.4284075281252,40.4574304103489
"AZE",1,48.1246031769934,40.0224700621726
"AZE",1,48.480305037231,40.6412570349694
"AZE",1,46.0028907860698,40.8141549685339
"AZE",1,46.3331682324137,39.777479717282
"AZE",1,48.5696183494914,38.9230120418121
"AZE",1,45.5150793397277,39.3043206853342
"AZE",1,48.5823506221996,41.2770524580438
"AZE",1,47.1099636195694,41.2345412046913
"AZE",1,46.9570615383806,39.780956832465
"BHS",1,-74.0099254858047,22.4699303120719
"BHS",1,-77.8521870670445,25.7463310985588
"BHS",1,-79.268326317628,25.7279356420176
"BHS",1,-76.3701949384065,24.0509212903873
"BHS",1,-75.4917829664176,24.3503778167576
"BHS",1,-77.1455764800922,26.4372188049604
"BHS",1,-77.9554550692918,24.4602278663751
"BHS",1,-76.1631206073318,25.1232348747971
"BHS",1,-78.6452573524665,26.5201912738005
"BHS",1,-74.2015093917546,22.7401308742844
"BHS",1,-78.163966122687,26.672882300462
"BHS",1,-75.8495588834139,23.5503316101572
"BHS",1,-78.3330108770701,27.2284689041768
"BHS",1,-76.771117543668,25.5435929762188
"BHS",1,-77.1313646813099,26.6788960234829
"BHS",1,-73.3496250077566,21.0784130424479
"BHS",1,-75.0748322597116,23.2233335696508
"BHS",1,-77.7771510018707,24.1493517173537
"BHS",1,-72.9623148999584,22.3744708159874
"BHS",1,-77.5593011962787,26.2997447469589
"BHS",1,-77.4041820158359,25.0315017455715
"BHS",1,-77.498758047185,26.8010987981944
"BHS",1,-78.0942458683064,24.7657969776851
"BHS",1,-76.6200256625843,25.4243739078007
"BHS",1,-75.731510876771,22.1946350326947
"BHS",1,-74.8574880029191,23.6761417202681
"BHS",1,-74.4930636773082,24.0370024559524
"BHS",1,-77.2402846293256,26.0461960578446
"BHS",1,-77.6464123575331,23.9684853908234
"BHS",1,-76.2035180118577,24.811811973666
"BHS",1,-76.8408005020131,25.5152326945074
"BHS",1,-78.6155411254692,26.6204464924221
"BHR",1,50.5802411612583,26.1942054821818
"BHR",1,50.6311422055897,26.2624606447166
"BHR",1,50.4821914544192,26.1535052546185
"BHR",1,50.554978617459,25.9952109098522
"BGD",1,90.2952229129994,22.5531553604694
"BGD",1,91.7460544289473,22.7293351280354
"BGD",1,90.242866266201,23.8406409403118
"BGD",1,89.2864347571581,23.0158278172833
"BGD",1,90.3800245110872,24.847138437311
"BGD",1,89.0448667485949,24.5898842840465
"BGD",1,89.0553040049382,25.7781063881837
"BGD",1,91.663769051591,24.7163807906308
"BRB",1,-59.5306655092638,13.0826266957983
"BRB",1,-59.5756673483078,13.2433144938697
"BRB",1,-59.5468061983323,13.1373186209305
"BRB",1,-59.6232547348174,13.1921383813379
"BRB",1,-59.5028481955836,13.1740073901957
"BRB",1,-59.544414881476,13.2034909625993
"BRB",1,-59.6177861794595,13.3049761852795
"BRB",1,-59.6004916223716,13.1172489589623
"BRB",1,-59.6155112753071,13.2609922964845
"BRB",1,-59.4644778282255,13.1302528337594
"BRB",1,-59.5886665385177,13.1788273749991
"BLR",1,25.483291497848,52.3931190367445
"BLR",1,29.6689134976532,52.3104215631869
"BLR",1,25.1812834311758,53.7324758539878
"BLR",1,27.6842522742669,53.7844437269601
"BLR",1,27.5169899076686,53.9371271570585
"BLR",1,30.4469997279126,53.6142450924362
"BLR",1,28.9404126742974,55.2246918857227
"BEL",1,4.36741237173155,50.8364645058201
"BEL",1,4.23728965658112,51.0364566002765
"BEL",1,5.01729338379131,50.3136473755106
"BLZ",1,-88.4095575753606,17.5706742918453
"BLZ",1,-88.8899934360493,17.010460901708
"BLZ",1,-88.320707590185,18.2347152790866
"BLZ",1,-88.8059668912005,17.7738856692299
"BLZ",1,-88.4630953228339,16.8452024049972
"BLZ",1,-88.871932078616,16.3132680581059
"BEN",1,2.89885948284025,11.3299776522194
"BEN",1,1.57414323334374,10.6861429468688
"BEN",1,2.2193295268609,6.61787846762416
"BEN",1,2.77199818173513,9.80415966913193
"BEN",1,2.20424848204894,8.13640861277637
"BEN",1,1.8095418171355,9.32918562407951
"BEN",1,1.78158109548963,7.00131138842136
"BEN",1,2.41819468994346,6.37581146546923
"BEN",1,1.83429201641506,6.56004653233765
"BEN",1,2.5458792108147,6.6150663777117
"BEN",1,2.6269151609308,7.20002672043014
"BEN",1,2.10916901587634,7.27771231473789
"BMU",1,-64.7577511230901,32.3040187848458
"BMU",1,-64.7208626319009,32.3363107705459
"BMU",1,-64.7862600258946,32.2934592700126
"BMU",1,-64.7760498554382,32.2835590545387
"BMU",1,-64.7946141321638,32.3005677554147
"BMU",1,-64.678492281874,32.3686491146239
"BMU",1,-64.691617935566,32.3339062400543
"BMU",1,-64.8709895523384,32.2854342461575
"BMU",1,-64.7318510475332,32.3153563843682
"BMU",1,-64.8467666710345,32.2547093219829
"BMU",1,-64.8084548774196,32.266589754117
"BTN",1,90.7430325639824,27.6997944093844
"BTN",1,89.5446849060289,26.987512454107
"BTN",1,89.8714344028197,26.9986941262457
"BTN",1,89.8932167402968,27.9989435603191
"BTN",1,89.1512339678536,27.3128113573206
"BTN",1,91.1291772451324,27.7692986346501
"BTN",1,91.2206109337246,27.2646559652677
"BTN",1,89.3665381564086,27.4950586365075
"BTN",1,91.3093871106913,26.9543766542052
"BTN",1,89.8500072752951,27.6635691742504
"BTN",1,91.7774242808201,26.970944256144
"BTN",1,89.0615650561316,27.0245885688376
"BTN",1,90.419303462066,26.9639183900612
"BTN",1,89.5399924242526,27.5999838076775
"BTN",1,91.5002135002948,27.667854785478
"BTN",1,91.7421140228771,27.2729861665793
"BTN",1,90.4959804205103,27.418962121699
"BTN",1,90.1466638726054,27.0244359881142
"BTN",1,90.1534527784599,27.5438513945739
"BTN",1,90.8561297042948,27.0565748751144
"BOL",1,-65.2728415220929,-13.7955939833835
"BOL",1,-64.2751634468147,-20.0515861479983
"BOL",1,-65.6353951074372,-17.2389887255695
"BOL",1,-68.1279328473794,-15.2498378624568
"BOL",1,-67.6878776916771,-18.6436082022539
"BOL",1,-67.3232223727567,-11.0965585304437
"BOL",1,-66.7269531545092,-20.5619644227142
"BOL",1,-61.520762315447,-17.2354894160226
"BOL",1,-63.8793002550623,-21.5975864861273
"BIH",1,18.7179938950409,44.8352494662294
"BIH",1,17.5035147495109,44.1080054293806
"BIH",1,18.7442435154586,43.7055252587959
"BWA",1,26.2755562986206,-21.5516009779148
