"Ctrl_gbifID","Ctrl_bibliographicCitation","Ctrl_language","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_datasetName","Ctrl_basisOfRecord","Ctrl_catalogNumber","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_occurrenceStatus","Ctrl_eventDate","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_habitat","Ctrl_fieldNotes","Ctrl_eventRemarks","Ctrl_countryCode","Ctrl_stateProvince","Ctrl_municipality","Ctrl_county","Ctrl_locality","Ctrl_level0Name","Ctrl_level1Name","Ctrl_level2Name","Ctrl_level3Name","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_scientificName","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_geospatial_quality","Ctrl_verbatim_quality","Ctrl_moreInformativeRecord","Ctrl_coordinates_validated_by_gbif_issue","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_reviewed","wcvp_searchNotes","parseGBIF_digital_voucher","parseGBIF_duplicates","parseGBIF_num_duplicates","parseGBIF_non_groupable_duplicates","parseGBIF_duplicates_grouping_status","parseGBIF_unidentified_sample","parseGBIF_sample_taxon_name","parseGBIF_sample_taxon_name_status","parseGBIF_number_taxon_names","parseGBIF_useful_for_spatial_analysis","parseGBIF_decimalLatitude","parseGBIF_decimalLongitude","parseGBIF_freq_duplicate_or_missing_data","parseGBIF_duplicates_map","parseGBIF_merged_fields","parseGBIF_merged"
1585287259,,,"LAGU","Herbarium LAGU",,"PRESERVED_SPECIMEN","AM-03678",,"Monro,A.K., Carballo,R.A., Castaneda,H. & de López,C.","PRESENT",2002-03-07,2002,3,7,,,,"SV",,,,"Depto. La Libertad, Cordillera del Bálsamo, carretera de San Julián towards the pacific slope","El Salvador","Sonsonate","Caluco",,"R.Carballo (LAGU) 2002-10-08",,"Achatocarpus nigricans Triana",13.68333,-89.64222,"MONRO",,"ACHATOCARPACEAE_MONRO_",-1,6,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.68333,-89.64222,"","","","FALSE"
930982177,,"es","Universidad de Antioquia (UdeA)","HUA",,"PRESERVED_SPECIMEN","108104","TOL5","Montoya M.","PRESENT",1997-02-11,1997,2,11,,"Arbusto de 5 m de altura. fruto blanco cristalino",,"CO","Cundinamarca",,"Ricaurte","Ricaurte","Colombia","Cundinamarca","Ricaurte",,"Montoya M.",1997-02-01,"Achatocarpus nigricans Triana",4.290575,-74.701203,"MONTOYA",5,"ACHATOCARPACEAE_MONTOYA_5",-1,9,8,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,4.290575,-74.701203,"","","","FALSE"
2629620569,"Avendaño-Reyes, S., I. Acosta R. 2019. Digitalización y sistematización de las colecciones biológicas del INECOL. Instituto Nacional de Ecología, A.C. Base de datos SNIB-CONABIO_Herbario XAL, Proyectos No. ME014, AA002, U021, L090, K004, E008 y P026. Ciudad de México","es","INECOL","XAL","Digitalización y sistematización de las colecciones biológicas del INECOL","PRESERVED_SPECIMEN","3829",,"J.L. Mora-López","PRESENT",1994-09-10,1994,9,10,"Vegetación halófila",,,"MX","Tamaulipas",,"MATAMOROS","4 km al NE de El Mezquital","México","Tamaulipas","Matamoros",,"J.L. Mora-López",,"Phaulothamnus spinescens A.Gray",25.644444,-97.6125,"MORA-LOPEZ",,"ACHATOCARPACEAE_MORA-LOPEZ_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.644444,-97.6125,"","","","FALSE"
2629428475,"Serrano-Cárdenas V., Y. Pantoja-Hernández y J. A. Cabrera-Luna. 2018. Digitalización de la colección científica del Herbario de Querétaro 'Dr. Jerzy Rzedowski' QMEX. Herbario QMEX. Herbario de Querétaro. Universidad Autónoma de Querétaro. Bases de datos SNIB-CONABIO, proyectos ME016, JF119, HA008 y EC011. Ciudad de México","es","FCN-UAQ","QMEX","Digitalización de la colección científica del Herbario de Querétaro 'Dr. Jerzy Rzedowski' QMEX","PRESERVED_SPECIMEN","NO APLICA",,"A. Mora-Olivo","PRESENT",1997-06-04,1997,6,4,,,,"MX","Tamaulipas",,"SOTO LA MARINA","Tenacitas","México","Tamaulipas","Soto la Marina",,"A. Mora-Olivo",,"Achatocarpus nigricans Triana",23.626667,-97.776667,"MORA-OLIVO",,"ACHATOCARPACEAE_MORA-OLIVO_",-1,7,6,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,23.626667,-97.776667,"","","","FALSE"
1258831324,"http://www.tropicos.org/Specimen/1597999",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","1597999","Moraes R. 1474","Mónica Moraes;et al.","PRESENT",1993-11-02,1993,11,2,,,,"BO","Beni",,"Marbán","34 km de Trinidad -- San Joaquin","Bolivia","Beni","Cercado","San Javier","R. de Michel (LPB)",1993-01-01,"Achatocarpus nigricans Triana",-14.16666,-64.83333,"MORAES",1474,"ACHATOCARPACEAE_MORAES_1474",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,-14.16666,-64.83333,"","","","FALSE"
2629896297,"Rebman J. P., J. Delgadillo, A. Medel, M. Salazar, J. L. Leon-de La Luz y S. Vanderplank. 2018. Base de datos de plantas. En: Vanderplank S., M. Wall, M. Stepek y J. Sanborn. Biodiversidad y panorama de la conservación en la península de Baja California. San Diego Natural History Museum. Bases de datos SNIB-CONABIO, proyecto Z063. Ciudad de México","es","SDNHM","SD","Puntos de presencia en Baja California","PRESERVED_SPECIMEN","66683",,"Reid Moran","PRESENT",1962-04-18,1962,4,18,,,,"MX","Baja california sur",,,"south end of Santa Cruz Island",,,,,"NO DISPONIBLE",,"Phaulothamnus spinescens A.Gray",25.26639,-110.72904,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.26639,-110.72904,"","","","FALSE"
2629844245,"Rebman J. P., J. Delgadillo, A. Medel, M. Salazar, J. L. Leon-de La Luz y S. Vanderplank. 2018. Base de datos de plantas. En: Vanderplank S., M. Wall, M. Stepek y J. Sanborn. Biodiversidad y panorama de la conservación en la península de Baja California. San Diego Natural History Museum. Bases de datos SNIB-CONABIO, proyecto Z063. Ciudad de México","es","SDNHM","SD","Puntos de presencia en Baja California","PRESERVED_SPECIMEN","104586",,"Reid Moran","PRESENT",1952-04-14,1952,4,14,,,,"MX","Baja california sur",,,"Arroyo below spring, east side of Isla Catalina","México","Baja California Sur","Loreto",,"NO DISPONIBLE",,"Phaulothamnus spinescens A.Gray",25.67279,-110.77075,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.67279,-110.77075,"","","","FALSE"
1895307810,"Pérez-Navarro J. J., J. L. León-de la Luz, Domínguez C. M. y R. Domínguez-Cadena. 2005. El banco de datos del Herbario HCIB en línea (Fase I): Implementación del Sistema Biótica. Herbario HCIB. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyectos V046, H181 y P127. México, D. F.","es","SDNHM","SD","Inventarios florísticos en Baja California Sur (II): Vegetación costera","PRESERVED_SPECIMEN","104583",,"Reid Moran","PRESENT",1952-04-11,1952,4,11,,,,"MX","Baja california sur",,"LA PAZ","South end of Amortajada Bay, San José Island","México","Baja California Sur","La Paz",,"Reid Moran",,"Phaulothamnus spinescens A.Gray",24.908333,-110.591667,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,24.908333,-110.591667,"","","","FALSE"
1895307799,"Pérez-Navarro J. J., J. L. León-de la Luz, Domínguez C. M. y R. Domínguez-Cadena. 2005. El banco de datos del Herbario HCIB en línea (Fase I): Implementación del Sistema Biótica. Herbario HCIB. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyectos V046, H181 y P127. México, D. F.","es","SDNHM","SD","Inventarios florísticos en Baja California Sur (II): Vegetación costera","PRESERVED_SPECIMEN","66681",,"Reid Moran","PRESENT",1962-04-08,1962,4,8,,,,"MX","Baja california sur",,"LORETO","Near mouth of arroyo, west side of Monserrate Island near the south end, B. Cfa.",,,,,"Reid Moran",,"Phaulothamnus spinescens A.Gray",25.675,-111.058333,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.675,-111.058333,"","","","FALSE"
1895307668,"Pérez-Navarro J. J., J. L. León-de la Luz, Domínguez C. M. y R. Domínguez-Cadena. 2005. El banco de datos del Herbario HCIB en línea (Fase I): Implementación del Sistema Biótica. Herbario HCIB. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyectos V046, H181 y P127. México, D. F.","es","SDNHM","SD","Inventarios florísticos en Baja California Sur (II): Vegetación costera","PRESERVED_SPECIMEN","66680",,"Reid Moran","PRESENT",1962-04-15,1962,4,15,,,,"MX","Baja california sur",,"LA PAZ","Forming dense thickets near the beach, Arroyo Aguaje, Cerralvo Island, B. Cfa.","México","Baja California Sur","La Paz",,"Reid Moran",,"Phaulothamnus spinescens A.Gray",24.308333,-109.925,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,24.308333,-109.925,"","","","FALSE"
1895307623,"Pérez-Navarro J. J., J. L. León-de la Luz, Domínguez C. M. y R. Domínguez-Cadena. 2005. El banco de datos del Herbario HCIB en línea (Fase I): Implementación del Sistema Biótica. Herbario HCIB. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyectos V046, H181 y P127. México, D. F.","es","SDNHM","SD","Inventarios florísticos en Baja California Sur (II): Vegetación costera","PRESERVED_SPECIMEN","73648",,"Reid Moran","PRESENT",1962-04-11,1962,4,11,,,,"MX","Baja california sur",,"LA PAZ","Just behind beach, Arroyo de Aguada, NE side of San José Island, B. Cfa.",,,,,"Reid Moran",,"Phaulothamnus spinescens A.Gray",25.058333,-110.658333,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.058333,-110.658333,"","","","FALSE"
1895307558,"Pérez-Navarro J. J., J. L. León-de la Luz, Domínguez C. M. y R. Domínguez-Cadena. 2005. El banco de datos del Herbario HCIB en línea (Fase I): Implementación del Sistema Biótica. Herbario HCIB. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyectos V046, H181 y P127. México, D. F.","es","SDNHM","SD","Inventarios florísticos en Baja California Sur (II): Vegetación costera","PRESERVED_SPECIMEN","66682",,"Reid Moran","PRESENT",1962-04-09,1962,4,9,,,,"MX","Baja california sur",,"LORETO","Arroyo mouth of west side of Catalina Island.",,,,,"Reid Moran",,"Phaulothamnus spinescens A.Gray",25.691667,-110.808333,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.691667,-110.808333,"","","","FALSE"
1893425850,"Gutiérrez-Garduño M. V. 1999. Sistematización del Herbario Nacional Forestal Biól Luciano Vela Gálvez. Herbario INIF. Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (INIFAP). Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación (SAGARPA). Bases de datos SNIB-CONABIO, proyecto P140. México, D. F.","es","SDNHM","SD","Sistematización del Herbario Nacional Forestal Biól Luciano Vela Gálvez","PRESERVED_SPECIMEN","23718",,"R. Moran","PRESENT",1962-04-09,1962,4,9,"NO DISPONIBLE",,,"MX","Baja california sur",,"COMONDU","Isla Catalina, lado N",,,,,"NO DISPONIBLE",,"Phaulothamnus spinescens A.Gray",25.683333,-110.8,"MORAN",,"ACHATOCARPACEAE_MORAN_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.683333,-110.8,"","","","FALSE"
3125240327,,,"SD",,,"PRESERVED_SPECIMEN",,"3773","Reid Moran","PRESENT",1952-04-11,1952,4,11,,,,"MX","Baja California Sur",,"Unknown","South end of Amortajada Bay, San Jose Island","México","Baja California Sur","La Paz",,,,"Phaulothamnus spinescens A.Gray",24.87991,-110.56103,"MORAN",3773,"ACHATOCARPACEAE_MORAN_3773",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,24.87991,-110.56103,"","","","FALSE"
3125232342,,,"SD",,,"PRESERVED_SPECIMEN",,"3869","Reid Moran","PRESENT",1952-04-14,1952,4,14,,,,"MX","Baja California Sur",,"Unknown","Arroyo below spring, east side of Isla Catalina","México","Baja California Sur","Loreto",,,,"Phaulothamnus spinescens A.Gray",25.67279,-110.77075,"MORAN",3869,"ACHATOCARPACEAE_MORAN_3869",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.67279,-110.77075,"","","","FALSE"
3125091296,,,"SD",,,"PRESERVED_SPECIMEN",,"9283","Reid Moran","PRESENT",1962-04-08,1962,4,8,,,,"MX","Baja California Sur",,"Unknown","Near mouth of arroyo, west side of Monserrate Island near the south end","México","Baja California Sur","Loreto",,,,"Phaulothamnus spinescens A.Gray",25.66667,-111.04167,"MORAN",9283,"ACHATOCARPACEAE_MORAN_9283",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.66667,-111.04167,"","","","FALSE"
3125099295,,,"SD",,,"PRESERVED_SPECIMEN",,"9363","Reid Moran","PRESENT",1962-04-09,1962,4,9,,,,"MX","Baja California Sur",,"Unknown","Arroyo mouth of west side of Catalina Island","México","Baja California Sur","Loreto",,,,"Phaulothamnus spinescens A.Gray",25.65,-110.8,"MORAN",9363,"ACHATOCARPACEAE_MORAN_9363",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.65,-110.8,"","","","FALSE"
3125226306,,,"SD",,,"PRESERVED_SPECIMEN",,"9394","Reid Moran","PRESENT",1962-04-11,1962,4,11,,,,"MX","Baja California Sur",,"Unknown","Just behind beach, Arroyo de Aguada, northeast side of San Jose Island","México","Baja California Sur","La Paz",,,,"Phaulothamnus spinescens A.Gray",25.04944,-110.65924,"MORAN",9394,"ACHATOCARPACEAE_MORAN_9394",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.04944,-110.65924,"","","","FALSE"
3125098295,,,"SD",,,"PRESERVED_SPECIMEN",,"9455","Reid Moran","PRESENT",1962-04-15,1962,4,15,"Forming dense thickets near beach.",,,"MX","Baja California Sur",,"Unknown","near beach, Arroyo Aguaje, Cerralvo Island","México","Baja California Sur","La Paz",,,,"Phaulothamnus spinescens A.Gray",24.32586,-109.93346,"MORAN",9455,"ACHATOCARPACEAE_MORAN_9455",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,24.32586,-109.93346,"{""Ctrl_gbifID"":[{""value"":""2270693490"",""freq"":1},{""value"":""3125098295"",""freq"":1},{""value"":""3987508269"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Phaulothamnus spinescens A.Gray"",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""Reid Moran"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""9455"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_dateIdentified"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_institutionCode"":[{""value"":""ASU"",""freq"":1},{""value"":""SD"",""freq"":1},{""value"":""TAES"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Plants"",""freq"":1.0},{""value"":""empty"",""freq"":2.0}],""Ctrl_datasetName"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_datasetName"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500166"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Phaulothamnus spinescens"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""A.Gray"",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""1962"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""Baja California Sur"",""freq"":2},{""value"":""Baja California"",""freq"":1}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""Gulf of California, Arroyo Aguaje, Cerralvo Island."",""freq"":1.0},{""value"":""near beach, Arroyo Aguaje, Cerralvo Island"",""freq"":1.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_countryCode"":[{""value"":""MX"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""1962-04-15"",""freq"":3}],""Ctrl_habitat"":[{""value"":""Forming dense thickets near beach."",""freq"":1.0},{""value"":""empty"",""freq"":2.0}],""Ctrl_level0Name"":[{""value"":""México"",""freq"":2.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_level1Name"":[{""value"":""Baja California Sur"",""freq"":2.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_level2Name"":[{""value"":""La Paz"",""freq"":2.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_level3Name"":[{""value"":""empty"",""freq"":3.0}]}","{""Ctrl_gbifID"":[""3125098295"",""3987508269;[3987508269]"",""2270693490;[2270693490]""],""Ctrl_institutionCode"":[""SD"",""TAES;[3987508269]"",""ASU;[2270693490]""],""Ctrl_collectionCode"":["""",""Plants;[2270693490]""],""Ctrl_stateProvince"":[""Baja California Sur"",""Baja California;[2270693490]""],""Ctrl_locality"":[""near beach, Arroyo Aguaje, Cerralvo Island"",""Gulf of California, Arroyo Aguaje, Cerralvo Island.;[2270693490]""],""Ctrl_habitat"":["""",""Forming dense thickets near beach.;[2270693490]""]}","{""Ctrl_habitat"":[""2270693490""]}","TRUE"
3125104307,,,"SD",,,"PRESERVED_SPECIMEN",,"9566","Reid Moran","PRESENT",1962-04-18,1962,4,18,,,,"MX","Baja California Sur",,"Unknown","south end of Santa Cruz Island",,,,,,,"Phaulothamnus spinescens A.Gray",25.26639,-110.72904,"MORAN",9566,"ACHATOCARPACEAE_MORAN_9566",-1,7,6,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,25.26639,-110.72904,"","","","FALSE"
3308615455,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","1006837",,"Pedro P. Moreno","PRESENT",1983-01-18,1983,1,18,,,,"NI","Rivas",,,"Isla Ometepe, Balgüe","Nicaragua","Lago Nicaragua","Lago de Nicaragua",,"C. Todzia",,"Achatocarpus nigricans Triana",11.483,-85.5,"MORENO",,"ACHATOCARPACEAE_MORENO_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,11.483,-85.5,"","","","FALSE"
3308396780,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","603541",,"Pedro P. Moreno","PRESENT",1982-05-10,1982,5,10,,,,"NI","Matagalpa",,,"Puertas Viejas, 1-2 km camino a San Jose de los Remates.","Nicaragua","Managua","San Francisco Libre",,"C. Todzia",,"Achatocarpus gracilis H.Walter",12.583,-86.167,"MORENO",,"ACHATOCARPACEAE_MORENO_",-3,7,4,TRUE,500150,"Species","Accepted","Achatocarpaceae","Achatocarpus gracilis","H.Walter","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus gracilis","identified",1,TRUE,12.583,-86.167,"","","","FALSE"
3307843474,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","642066",,"Pedro P. Moreno","PRESENT",1982-06-23,1982,6,23,,,,"NI","Managua",,,"Península de Chiltepe, Punta chiltepe, 1km al S de Tamagás.","Nicaragua","Managua","Mateare",,"C. Todzia",,"Achatocarpus gracilis H.Walter",12.25,-86.3,"MORENO",,"ACHATOCARPACEAE_MORENO_",-3,7,4,TRUE,500150,"Species","Accepted","Achatocarpaceae","Achatocarpus gracilis","H.Walter","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus gracilis","identified",1,TRUE,12.25,-86.3,"","","","FALSE"
3307761548,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","473465",,"Pedro P. Moreno","PRESENT",1984-10-02,1984,10,2,,,,"NI","Boaco",,,"2 km al NE de San José de los Remates","Nicaragua","Boaco","San José de los Remates",,"C. Todzia",,"Achatocarpus nigricans Triana",12.6,-85.75,"MORENO",,"ACHATOCARPACEAE_MORENO_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,12.6,-85.75,"","","","FALSE"
1261461857,"http://www.tropicos.org/Specimen/741150",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","741150","Moreno 10119","P. P. Moreno","PRESENT",1981-07-30,1981,7,30,,,,"NI","Boaco",,,"Boaquito, 2 km al N, camino a Santa Lucía, Carretera No. 47","Nicaragua","Boaco","Santa Lucía",,"Gerrit Davidse, 2002 (MO)",,"Achatocarpus pubescens C.H.Wright",12.46666,-85.73333,"MORENO",10119,"ACHATOCARPACEAE_MORENO_10119",-3,8,5,TRUE,500163,"Species","Accepted","Achatocarpaceae","Achatocarpus pubescens","C.H.Wright","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Achatocarpus pubescens","identified",1,TRUE,12.46666,-85.73333,"","","","FALSE"
1261461815,"http://www.tropicos.org/Specimen/741112",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","741112","Moreno 16234","P. P. Moreno","PRESENT",1982-05-10,1982,5,10,,,,"NI","Matagalpa",,,"Puertas Viejas, 1-2 km camino a San Jose de los Remates.","Nicaragua","Matagalpa","Ciudad Darío",,"Gerrit Davidse, 2002 (MO)",,"Achatocarpus pubescens C.H.Wright",12.583333,-86.016667,"MORENO",16234,"ACHATOCARPACEAE_MORENO_16234",-3,8,5,TRUE,500163,"Species","Accepted","Achatocarpaceae","Achatocarpus pubescens","C.H.Wright","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Achatocarpus pubescens","identified",1,TRUE,12.583333,-86.016667,"","","","FALSE"
