"Ctrl_gbifID","Ctrl_bibliographicCitation","Ctrl_language","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_datasetName","Ctrl_basisOfRecord","Ctrl_catalogNumber","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_occurrenceStatus","Ctrl_eventDate","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_habitat","Ctrl_fieldNotes","Ctrl_eventRemarks","Ctrl_countryCode","Ctrl_stateProvince","Ctrl_municipality","Ctrl_county","Ctrl_locality","Ctrl_level0Name","Ctrl_level1Name","Ctrl_level2Name","Ctrl_level3Name","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_scientificName","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_geospatial_quality","Ctrl_verbatim_quality","Ctrl_moreInformativeRecord","Ctrl_coordinates_validated_by_gbif_issue","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_reviewed","wcvp_searchNotes","parseGBIF_digital_voucher","parseGBIF_duplicates","parseGBIF_num_duplicates","parseGBIF_non_groupable_duplicates","parseGBIF_duplicates_grouping_status","parseGBIF_unidentified_sample","parseGBIF_sample_taxon_name","parseGBIF_sample_taxon_name_status","parseGBIF_number_taxon_names","parseGBIF_useful_for_spatial_analysis","parseGBIF_decimalLatitude","parseGBIF_decimalLongitude","parseGBIF_freq_duplicate_or_missing_data","parseGBIF_duplicates_map","parseGBIF_merged_fields","parseGBIF_merged","parseGBIF_dataset_result"
2996778404,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3890493",,"MBM","MBM",,"PRESERVED_SPECIMEN","MBM380178","1767","Verdi, M;Klemz, G.,Verdi, M.,Hasckel, R.P.","PRESENT",2009-03-07,2009,3,7,,"Arbórea.; Floresta Estacional Decidual. Alt.: 430m.",,"BR","Santa Catarina","Caibi",,"Linha Aparecida","Brazil","Santa Catarina","Caibi",,"Sobral, M.",2009-07-17,"Achatocarpus praecox Griseb.",-26.9975,-53.235833,"VERDI",1767,"ACHATOCARPACEAE_VERDI_1767",-3,10,7,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",TRUE,TRUE,6,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-26.9975,-53.235833,"{""Ctrl_gbifID"":[{""value"":""1077392364"",""freq"":1},{""value"":""1077505173"",""freq"":1},{""value"":""1095628261"",""freq"":1},{""value"":""2996156057"",""freq"":1},{""value"":""2996778404"",""freq"":1},{""value"":""3461464551"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus praecox Griseb."",""freq"":6}],""Ctrl_recordedBy"":[{""value"":""M. Verdi; R.P. Hasckel; G. Klemz"",""freq"":1},{""value"":""Verdi, M."",""freq"":1},{""value"":""Verdi, M.;Klemz, G.,M. Verdi,R.P. Hasckel,G. Klemz,Hasckel, R.P."",""freq"":1},{""value"":""Verdi, M; et al."",""freq"":1},{""value"":""Verdi, M; Hasckel, RP; Klemz, G"",""freq"":1},{""value"":""Verdi, M;Klemz, G.,Verdi, M.,Hasckel, R.P."",""freq"":1}],""Ctrl_recordNumber"":[{""value"":""1767"",""freq"":6}],""Ctrl_identifiedBy"":[{""value"":""M. Sobral"",""freq"":3},{""value"":""Sobral, M"",""freq"":2},{""value"":""Sobral, M."",""freq"":1}],""Ctrl_dateIdentified"":[{""value"":""2009-07-17"",""freq"":3.0},{""value"":""2009-08-17"",""freq"":1.0},{""value"":""empty"",""freq"":2.0}],""Ctrl_institutionCode"":[{""value"":""MBM"",""freq"":2},{""value"":""FURB"",""freq"":1},{""value"":""UCS"",""freq"":1},{""value"":""Univelle"",""freq"":1},{""value"":""Universidade Regional de Blumenau"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""FURB"",""freq"":2},{""value"":""MBM"",""freq"":2},{""value"":""HUCS"",""freq"":1},{""value"":""JOI"",""freq"":1}],""Ctrl_datasetName"":[{""value"":""FURB - Herbário Dr. Roberto Miguel Klein"",""freq"":1.0},{""value"":""HUCS - Herbário da Universidade de Caxias do Sul"",""freq"":1.0},{""value"":""JOI - Herbário Joinvillea"",""freq"":1.0},{""value"":""MBM - Herbário do Museu Botânico Municipal"",""freq"":1.0},{""value"":""empty"",""freq"":2.0}],""Ctrl_datasetName"":[{""value"":""FURB - Herbário Dr. Roberto Miguel Klein"",""freq"":1.0},{""value"":""HUCS - Herbário da Universidade de Caxias do Sul"",""freq"":1.0},{""value"":""JOI - Herbário Joinvillea"",""freq"":1.0},{""value"":""MBM - Herbário do Museu Botânico Municipal"",""freq"":1.0},{""value"":""empty"",""freq"":2.0}],""Ctrl_language"":[{""value"":""pt"",""freq"":4.0},{""value"":""empty"",""freq"":2.0}],""wcvp_plant_name_id"":[{""value"":""500159"",""freq"":6}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":6}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":6}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":6}],""wcvp_taxon_name"":[{""value"":""Achatocarpus praecox"",""freq"":6}],""wcvp_taxon_authors"":[{""value"":""Griseb."",""freq"":6}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":6}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":6}],""Ctrl_fieldNotes"":[{""value"":""Arbórea.; Floresta Estacional Decidual. Alt.: 430m."",""freq"":1.0},{""value"":""empty"",""freq"":5.0}],""Ctrl_year"":[{""value"":""2009"",""freq"":6}],""Ctrl_stateProvince"":[{""value"":""Santa Catarina"",""freq"":6}],""Ctrl_municipality"":[{""value"":""Caibi"",""freq"":6}],""Ctrl_locality"":[{""value"":""Linha Aparecida."",""freq"":3},{""value"":""Linha Aparecida"",""freq"":2},{""value"":""Linha Aparecida - Floresta Estacional Decidual"",""freq"":1}],""Ctrl_countryCode"":[{""value"":""BR"",""freq"":6}],""Ctrl_eventDate"":[{""value"":""2009-03-07"",""freq"":6}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":6.0}],""Ctrl_level0Name"":[{""value"":""Brazil"",""freq"":5.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_level1Name"":[{""value"":""Santa Catarina"",""freq"":5.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_level2Name"":[{""value"":""Caibi"",""freq"":5.0},{""value"":""empty"",""freq"":1.0}],""Ctrl_level3Name"":[{""value"":""empty"",""freq"":6.0}]}","{""Ctrl_gbifID"":[""2996778404"",""3461464551;[3461464551]"",""2996156057;[2996156057]"",""1095628261;[1095628261]"",""1077505173;[1077505173]"",""1077392364;[1077392364]""],""Ctrl_recordedBy"":[""Verdi, M;Klemz, G.,Verdi, M.,Hasckel, R.P."",""Verdi, M.;[3461464551]"",""Verdi, M.;Klemz, G.,M. Verdi,R.P. Hasckel,G. Klemz,Hasckel, R.P.;[2996156057]"",""Verdi, M; Hasckel, RP; Klemz, G;[1095628261]"",""Verdi, M; et al.;[1077505173]"",""M. Verdi; R.P. Hasckel; G. Klemz;[1077392364]""],""Ctrl_identifiedBy"":[""Sobral, M."",""M. Sobral;[3461464551]""],""Ctrl_dateIdentified"":[""2009-07-17"",""2009-08-17;[1077505173]""],""Ctrl_institutionCode"":[""MBM"",""Univelle;[3461464551]"",""FURB;[2996156057]"",""UCS;[1077505173]"",""Universidade Regional de Blumenau;[1077392364]""],""Ctrl_collectionCode"":[""MBM"",""JOI;[3461464551]"",""FURB;[2996156057]"",""HUCS;[1077505173]""],""Ctrl_datasetName"":["""",""JOI - Herbário Joinvillea;[3461464551]"",""MBM - Herbário do Museu Botânico Municipal;[1095628261]"",""HUCS - Herbário da Universidade de Caxias do Sul;[1077505173]"",""FURB - Herbário Dr. Roberto Miguel Klein;[1077392364]""],""Ctrl_datasetName"":["""",""JOI - Herbário Joinvillea;[3461464551]"",""MBM - Herbário do Museu Botânico Municipal;[1095628261]"",""HUCS - Herbário da Universidade de Caxias do Sul;[1077505173]"",""FURB - Herbário Dr. Roberto Miguel Klein;[1077392364]""],""Ctrl_language"":["""",""pt;[3461464551]""],""Ctrl_locality"":[""Linha Aparecida"",""Linha Aparecida.;[3461464551]"",""Linha Aparecida - Floresta Estacional Decidual;[1077505173]""]}","","FALSE","in"
1077326379,,"pt","Empresa Brasileira de Pesquisa Agropecuária","CPAP","CPAP - Herbário CPAP","PRESERVED_SPECIMEN","25298","1767.0","Verdi, M.; Klemz, G.","PRESENT",2009-03-07,2009,3,7,,,,"BR","Sc","Caibi",,"Linha Aparecida","Brazil","Santa Catarina","Caibi",,"M. Sobral",2009-07-17,"Achatocarpus praecox Griseb.",-26.9975,-53.235833,"VERDI",17670,"ACHATOCARPACEAE_VERDI_17670",-3,9,6,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",TRUE,FALSE,1,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-26.9975,-53.235833,"","","","FALSE","in"
3308374381,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","534625",,"C. Verduzco M.","PRESENT",1986-11-22,1986,11,22,"Inf. Ambiental: Potrero y cultivo de coco. Suelo: arenoso. Asociada: Capparidaceae",,,"MX","Guerrero",,"COYUCA DE BENITEZ","Las Lomas","México","Guerrero","Coyuca de Benítez",,,,"Achatocarpus nigricans Triana",16.98694,-100.11139,"VERDUZCO",,"ACHATOCARPACEAE_VERDUZCO_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,16.98694,-100.11139,"","","","FALSE","in"
2446662653,,,"B","Herbarium Berolinense",,"PRESERVED_SPECIMEN","B 10 0033998",,"Villacorta,R., González,J.C. & Araniva,A.","PRESENT",1992-04-30,1992,4,30,,,,"SV",,,,"El Salvador: Depto. La Libertad, Parque W.T.Deininger. Encontrado bajo arboleda espesa. . Arbol de 7 m de altura, tallo de corteza gris claro. Frutos globosos de color verde. . 1992-04-30, Leg.: Villacorta,R., González,J.C. & Araniva,A. 1090 [RV-01090].","El Salvador","La Libertad","La Libertad",,"R.Liesner (MO) 1996",,"Achatocarpus nigricans Triana",13.48333,-89.28333,"VILLACORTA",,"ACHATOCARPACEAE_VILLACORTA_",-3,6,3,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.48333,-89.28333,"","","","FALSE","in"
1585287263,,,"LAGU","Herbarium LAGU",,"PRESERVED_SPECIMEN","RV-01090",,"Villacorta,R., González,J.C. & Araniva,A.","PRESENT",1992-04-30,1992,4,30,,,,"SV",,,,"Depto. La Libertad, Parque W.T.Deininger","El Salvador","La Libertad","La Libertad",,"R.Liesner (MO) 1996",,"Achatocarpus nigricans Triana",13.48333,-89.28333,"VILLACORTA",,"ACHATOCARPACEAE_VILLACORTA_",-1,6,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.48333,-89.28333,"","","","FALSE","in"
4061374582,"http://www.tropicos.org/Specimen/101886954",,"LAGU","Tropicos","Tropicos","PRESERVED_SPECIMEN","101886954","Villacorta M. 1090","Raul Villacorta;et al.","PRESENT",1992-04-30,1992,4,30,,,,"SV","La Libertad",,,"Parque W.T. Deininger","El Salvador","La Libertad","La Libertad",,"R.L. Liesner, 1996 (MO)",,"Achatocarpus nigricans Triana",13.48333,-89.28333,"VILLACORTA",1090,"ACHATOCARPACEAE_VILLACORTA_1090",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.48333,-89.28333,"{""Ctrl_gbifID"":[{""value"":""1258829963"",""freq"":1},{""value"":""4031610511"",""freq"":1},{""value"":""4061374582"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus nigricans Triana"",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""Raul Villacorta;et al."",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Villacorta M. 1090"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""R.L. Liesner, 1996 (MO)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_institutionCode"":[{""value"":""B"",""freq"":1},{""value"":""LAGU"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500156"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus nigricans"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Triana"",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""1992"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""Parque W.T. Deininger"",""freq"":3}],""Ctrl_countryCode"":[{""value"":""SV"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""1992-04-30"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""El Salvador"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""empty"",""freq"":3.0}]}","{""Ctrl_gbifID"":[""4061374582"",""4031610511;[4031610511]"",""1258829963;[1258829963]""],""Ctrl_institutionCode"":[""LAGU"",""MO;[4031610511]"",""B;[1258829963]""]}","","FALSE","in"
4061372707,"http://www.tropicos.org/Specimen/101886952",,"LAGU","Tropicos","Tropicos","PRESERVED_SPECIMEN","101886952","Villacorta M. 1193","Raul Villacorta","PRESENT",1992-02-03,1992,2,3,,,,"SV","La Libertad",,,"San Diego, El Amatal","El Salvador","La Libertad","La Libertad",,"R. Liesner, 1996 (MO)",,"Achatocarpus nigricans Triana",13.48444,-89.245,"VILLACORTA",1193,"ACHATOCARPACEAE_VILLACORTA_1193",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.48444,-89.245,"{""Ctrl_gbifID"":[{""value"":""1258829939"",""freq"":1},{""value"":""4031912596"",""freq"":1},{""value"":""4061372707"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus nigricans Triana"",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""Raul Villacorta"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Villacorta M. 1193"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""R. Liesner, 1996 (MO)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_institutionCode"":[{""value"":""B"",""freq"":1},{""value"":""LAGU"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500156"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus nigricans"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Triana"",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""1992"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""San Diego, El Amatal"",""freq"":3}],""Ctrl_countryCode"":[{""value"":""SV"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""1992-02-03"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""El Salvador"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""empty"",""freq"":3.0}]}","{""Ctrl_gbifID"":[""4061372707"",""4031912596;[4031912596]"",""1258829939;[1258829939]""],""Ctrl_institutionCode"":[""LAGU"",""MO;[4031912596]"",""B;[1258829939]""]}","","FALSE","in"
4061355157,"http://www.tropicos.org/Specimen/101886971",,"LAGU","Tropicos","Tropicos","PRESERVED_SPECIMEN","101886971","Villacorta M. 1225","Raul Villacorta;M.L. Reyna de Aguilar","PRESENT",1993-04-06,1993,4,6,,,,"SV","Ahuachapán",,"Ahuachapán","Montaña Santa Rita.","El Salvador","Ahuachapán","Ahuachapán",,"R.L. Liesner, 1996 (MO)",,"Achatocarpus nigricans Triana",13.95,-89.766667,"VILLACORTA",1225,"ACHATOCARPACEAE_VILLACORTA_1225",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.95,-89.766667,"{""Ctrl_gbifID"":[{""value"":""1258829994"",""freq"":1},{""value"":""4031609365"",""freq"":1},{""value"":""4061355157"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus nigricans Triana"",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""Raul Villacorta;M.L. Reyna de Aguilar"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Villacorta M. 1225"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""R.L. Liesner, 1996 (MO)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_institutionCode"":[{""value"":""B"",""freq"":1},{""value"":""LAGU"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500156"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus nigricans"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Triana"",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""1993"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""Ahuachapán"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""Montaña Santa Rita."",""freq"":3}],""Ctrl_countryCode"":[{""value"":""SV"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""1993-04-06"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""El Salvador"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""Ahuachapán"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""Ahuachapán"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""empty"",""freq"":3.0}]}","{""Ctrl_gbifID"":[""4061355157"",""4031609365;[4031609365]"",""1258829994;[1258829994]""],""Ctrl_institutionCode"":[""LAGU"",""MO;[4031609365]"",""B;[1258829994]""]}","","FALSE","in"
4061318062,"http://www.tropicos.org/Specimen/101886959",,"LAGU","Tropicos","Tropicos","PRESERVED_SPECIMEN","101886959","Villacorta M. 2025","Raul Villacorta;Miriam Cortez","PRESENT",1994-01-03,1994,1,3,,,,"SV","La Libertad",,,"San Diego, El Amatal","El Salvador","La Libertad","La Libertad",,"R.L. Liesner, 1996 (MO)",,"Achatocarpus nigricans Triana",13.48444,-89.245,"VILLACORTA",2025,"ACHATOCARPACEAE_VILLACORTA_2025",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,13.48444,-89.245,"{""Ctrl_gbifID"":[{""value"":""1258829958"",""freq"":1},{""value"":""4031500540"",""freq"":1},{""value"":""4061318062"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus nigricans Triana"",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""Raul Villacorta;Miriam Cortez"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Villacorta M. 2025"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""R.L. Liesner, 1996 (MO)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_institutionCode"":[{""value"":""B"",""freq"":1},{""value"":""LAGU"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500156"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus nigricans"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Triana"",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""1994"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""San Diego, El Amatal"",""freq"":3}],""Ctrl_countryCode"":[{""value"":""SV"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""1994-01-03"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""El Salvador"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""La Libertad"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""empty"",""freq"":3.0}]}","{""Ctrl_gbifID"":[""4061318062"",""4031500540;[4031500540]"",""1258829958;[1258829958]""],""Ctrl_institutionCode"":[""LAGU"",""MO;[4031500540]"",""B;[1258829958]""]}","","FALSE","in"
1893753229,"Rzedowski J. y S. Zamudio. 2001. Etapa final de la captura y catalogación del Herbario del Instituto de Ecología A. C., Centro Regional del Bajío. Herbario IEB. Centro Regional del Bajío. Bases de datos SNIB-CONABIO, proyectos HA010, FS002, Q017, J097 y F014. México, D. F.","es","INECOL","IEB","Etapa final de la captura y catalogación del Herbario del Instituto de Ecología, AC, Centro Regional del Bajío","PRESERVED_SPECIMEN","96887",,"A. Villalobos C.","PRESENT",1987-01-03,1987,1,3,"VEGETACION SECUNDARIA, TERRENO PLANO",,,"MX","Oaxaca",,"SANTIAGO CHOAPAM","LIMITE NE DE CHIHUITAN, DTO. TEHUANTEPEC, OAX.","México","Oaxaca","Santiago Choápam",,"E.M. Engleman",,"Achatocarpus nigricans Triana",17.373333,-95.901667,"VILLALOBOS",,"ACHATOCARPACEAE_VILLALOBOS_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,17.373333,-95.901667,"","","","FALSE","in"
1419189406,"Guízar-Nolazco E. 2004. Banco de datos florísticos del Herbario CHAP. Herbario CHAP. División de Ciencias Forestales. Universidad Autónoma de Chapingo. Bases de datos SNIB-CONABIO, proyecto U048. México, D. F.","es","UACh","CHAP","Banco de datos florísticos del Herbario CHAP","PRESERVED_SPECIMEN","20974",,"A. Villalobos C.","PRESENT",1987-01-04,1987,1,4,"Terreno plano.",,,"MX","Oaxaca",,"SANTO DOMINGO CHIHUITAN","Límite NE de Chihuitán, dto. Tehuantepec, mpio. Santo Domingo Chihuitán.","México","Oaxaca","Santo Domingo Chihuitán",,"M. Engleman",,"Achatocarpus nigricans Triana",16.608333,-95.152778,"VILLALOBOS",,"ACHATOCARPACEAE_VILLALOBOS_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,16.608333,-95.152778,"","","","FALSE","in"
