"Ctrl_gbifID","Ctrl_bibliographicCitation","Ctrl_language","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_datasetName","Ctrl_basisOfRecord","Ctrl_catalogNumber","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_occurrenceStatus","Ctrl_eventDate","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_habitat","Ctrl_fieldNotes","Ctrl_eventRemarks","Ctrl_countryCode","Ctrl_stateProvince","Ctrl_municipality","Ctrl_county","Ctrl_locality","Ctrl_level0Name","Ctrl_level1Name","Ctrl_level2Name","Ctrl_level3Name","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_scientificName","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_geospatial_quality","Ctrl_verbatim_quality","Ctrl_moreInformativeRecord","Ctrl_coordinates_validated_by_gbif_issue","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_reviewed","wcvp_searchNotes","parseGBIF_digital_voucher","parseGBIF_duplicates","parseGBIF_num_duplicates","parseGBIF_non_groupable_duplicates","parseGBIF_duplicates_grouping_status","parseGBIF_unidentified_sample","parseGBIF_sample_taxon_name","parseGBIF_sample_taxon_name_status","parseGBIF_number_taxon_names","parseGBIF_useful_for_spatial_analysis","parseGBIF_decimalLatitude","parseGBIF_decimalLongitude","parseGBIF_freq_duplicate_or_missing_data","parseGBIF_duplicates_map","parseGBIF_merged_fields","parseGBIF_merged","parseGBIF_dataset_result"
2807299875,,,"TEX","TEX",,"PRESERVED_SPECIMEN","00444918",,"C. Chan","PRESENT",1985-04-18,1985,4,18,,,,"MX","Campeche",,"Champoton","No locality name provided.","México","Campeche","Hopelchén",,,1998-01-01,"Achatocarpus nigricans Triana",19.53333,-89.33333,"CHAN",,"ACHATOCARPACEAE_CHAN_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,19.53333,-89.33333,"","","","FALSE","in"
2807295040,,,"TEX","TEX",,"PRESERVED_SPECIMEN","00444919",,"C. Chan","PRESENT",1985-04-24,1985,4,24,,,,"MX","Campeche",,"Champoton","No locality name provided.","México","Campeche","Hopelchén",,,1998-01-01,"Achatocarpus nigricans Triana",19.53333,-89.33333,"CHAN",,"ACHATOCARPACEAE_CHAN_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,19.53333,-89.33333,"","","","FALSE","in"
1895643416,"Jiménez-Orocio O., M. I. Espejel-Carbajal y P. Peña-Garcillán. 2015. Flora de las playas y dunas costeras de México. Facultad de Ciencias. Universidad Autónoma de Baja California. Bases de datos SNIB-CONABIO, proyecto HJ007. México, D. F.","es","CICY","CICY","Flora de las playas y dunas costeras de México","PRESERVED_SPECIMEN","50327",,"C. Chan","PRESENT",1985-04-24,1985,4,24,"Duna costera",,,"MX","Campeche",,"CHAMPOTON","Villa Madero rumbo a la playa","México","Campeche","Champotón",,"J.L. Tapia",,"Achatocarpus nigricans Triana",19.526667,-90.698055,"CHAN",,"ACHATOCARPACEAE_CHAN_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,19.526667,-90.698055,"","","","FALSE","in"
1893313531,"Zamora-Crescencio P., M. C. Sánchez-González y L. Aragón-Axomulco. 2005. Formación del banco de datos del herbario (UCAM). Herbario UCAM. Centro de Investigaciones Históricas y Sociales. Universidad Autónoma de Campeche. Bases de datos SNIB-CONABIO, proyecto AC002. México, D. F.","es","CIHS-UACAM","UCAM","Formación del banco de datos del herbario (UCAM)","PRESERVED_SPECIMEN","010112",,"C. Chan","PRESENT",1985-04-18,1985,4,18,"NO DISPONIBLE",,,"MX","Campeche",,"CHAMPOTON","2 km al S del hotel Si-Ho playa","México","Campeche","Champotón",,"J.L. Tapia Muñoz",,"Achatocarpus nigricans Triana",19.533333,-90.666667,"CHAN",,"ACHATOCARPACEAE_CHAN_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,19.533333,-90.666667,"","","","FALSE","in"
1421402674,"Hernández-Aguilar S. 2014. Depuración de la colección y base de datos del Herbario CICY. Fase IV. Herbario CICY. Centro de Investigación Científica de Yucatán. Unidad de Recursos Naturales. Bases de datos SNIB-CONABIO, proyectos HA016, DC002, BA006, U009, K037, B070 y P143. México, D. F.","es","CICY","CICY","Depuración de la colección y base de datos del Herbario CICY. Fase IV","PRESERVED_SPECIMEN","49603",,"C. Chan","PRESENT",1985-04-24,1985,4,24,"NO DISPONIBLE",,,"MX","Campeche",,"CHAMPOTON","Villa Madero rumbo a la playa","México","Campeche","Champotón",,"J.L. Tapia",,"Achatocarpus nigricans Triana",19.526667,-90.698056,"CHAN",,"ACHATOCARPACEAE_CHAN_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,19.526667,-90.698056,"","","","FALSE","in"
1421399933,"Hernández-Aguilar S. 2014. Depuración de la colección y base de datos del Herbario CICY. Fase IV. Herbario CICY. Centro de Investigación Científica de Yucatán. Unidad de Recursos Naturales. Bases de datos SNIB-CONABIO, proyectos HA016, DC002, BA006, U009, K037, B070 y P143. México, D. F.","es","CICY","CICY","Depuración de la colección y base de datos del Herbario CICY. Fase IV","PRESERVED_SPECIMEN","49926",,"C. Chan","PRESENT",1985-04-18,1985,4,18,"NO DISPONIBLE",,,"MX","Campeche",,"CHAMPOTON","2 km al S del hotel Si-Ho playa","México","Campeche","Champotón",,"J.L. Tapia",,"Achatocarpus nigricans Triana",19.533333,-90.666667,"CHAN",,"ACHATOCARPACEAE_CHAN_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,19.533333,-90.666667,"","","","FALSE","in"
3308755971,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","1397894",,"M. Cházaro B.; J. L. Tapia M.","PRESENT",2004-03-13,2004,3,13,"Selva baja caducifolia con Cactaceae columnares, suelo negro somero muy pedregoso, asociada a Bursera simaruba (L.) Sarg., Metopium brownei Urb., Gymnopodium floribundum Rolfe, Pterocereus gaumeri (Britton & Rose) MacDougall & Miranda; Mammillaria gaumeri Orcutt, Cienfuegosia yucatanensis Millsp.",,,"MX","Yucatan",,"DZEMUL","Km 6 de la carretera Dzemul-Xtampú, 4 km al S del entronque a ruinas de Xtampú","México","Yucatán","Dzemul",,,,"Achatocarpus nigricans Triana",21.275,-89.3083,"CHAZARO",,"ACHATOCARPACEAE_CHAZARO_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,21.275,-89.3083,"","","","FALSE","in"
1897362681,"Rzedowski J. y S. Zamudio. 2001. Etapa final de la captura y catalogación del Herbario del Instituto de Ecología A. C. Herbario IEB. Centro Regional del Bajío. Bases de datos SNIB-CONABIO, proyectos HA010, FS002, Q017, J097 y F014. México, D. F.","es","INECOL","IEB","Actualización y depuración de la base de datos del Herbario del Instituto de Ecología, AC, Centro Regional del Bajío. Fase 2","PRESERVED_SPECIMEN","210783",,"M. Cházaro B.; J. L. Tapia M.","PRESENT",2004-03-13,2004,3,13,"Con Cactaceae columnares, suelo somero muy pedregoso asociada a Bursera simaruba, Metopium brownei, Gymnopodium floribundum, Pterocereus gaumeri, Mammillaria gaumeri, Cienfuegosia yucatanensis",,,"MX","Yucatan",,"DZEMUL","Km 6 de la carr. Dzemul-Xtampú, 4 km al S del entronque a ruinas de Xtampú","México","Yucatán","Dzemul",,"NO DISPONIBLE",,"Achatocarpus nigricans Triana",21.275,-89.308333,"CHAZARO",,"ACHATOCARPACEAE_CHAZARO_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,21.275,-89.308333,"","","","FALSE","in"
3308743605,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","1335243",,"F. Chiang; F. González Medrano; Victor Jaramillo Luque; José Luis Villaseñor; Patricia Dávila","PRESENT",1979-07-24,1979,7,24,,,,"MX","Puebla",,"TEHUACAN","4.4 km E San Pablo Tepetzingo","México","Puebla","Ajalpan",,"R. Medina Lemos",,"Phaulothamnus spinescens A.Gray",18.417,-97.317,"CHIANG",,"ACHATOCARPACEAE_CHIANG_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,18.417,-97.317,"","","","FALSE","in"
3308376720,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","428815",,"F. Chiang; A. Salinas; O. R. Dorado R.","PRESENT",1985-06-04,1985,6,4,,,,"MX","Puebla",,,"8 km al O de Pueblo Nuevo, por la Terracería rumbo a Axusco, Puebla","México","Puebla","Coxcatlán",,"R. Medina Lemos",,"Phaulothamnus spinescens A.Gray",18.25,-97.117,"CHIANG",,"ACHATOCARPACEAE_CHIANG_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,18.25,-97.117,"","","","FALSE","in"
3308330991,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","428965",,"F. Chiang; A. Salinas; O. R. Dorado R.","PRESENT",1985-06-04,1985,6,4,"Matorral Espinoso con Prosopis, Lycium y Grabowskia.",,,"MX","Puebla",,,"8 km al O de Pueblo Nuevo, por la Terracería rumbo a Axusco, Puebla","México","Puebla","Coxcatlán",,"R. Medina Lemos",,"Phaulothamnus spinescens A.Gray",18.25,-97.117,"CHIANG",,"ACHATOCARPACEAE_CHIANG_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,18.25,-97.117,"","","","FALSE","in"
3307794194,"Sánchez-Cordero Dávila V., S. Magallón, G. Salazar Chávez y D. Gernandt. 2020. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB-CONABIO (plantas vasculares), proyecto KE002. Ciudad de México","es","IBUNAM","MEXU","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM","PRESERVED_SPECIMEN","538272",,"F. Chiang; Gabriel Flores Franco","PRESENT",1986-11-24,1986,11,24,"Selva baja caducifolia en arroyo seco",,,"MX","Nayarit",,,"Islas Marías parte N de la Isla Ma. MAgdalena Arroyo la Boya","México","Nayarit","San Blas",,"José Luis Villaseñor",,"Achatocarpus gracilis H.Walter",21.45,-106.45,"CHIANG",,"ACHATOCARPACEAE_CHIANG_",-3,7,4,TRUE,500150,"Species","Accepted","Achatocarpaceae","Achatocarpus gracilis","H.Walter","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus gracilis","identified",1,TRUE,21.45,-106.45,"","","","FALSE","in"
2629697664,"Avendaño-Reyes, S., I. Acosta R. 2019. Digitalización y sistematización de las colecciones biológicas del INECOL. Instituto Nacional de Ecología, A.C. Base de datos SNIB-CONABIO_Herbario XAL, Proyectos No. ME014, AA002, U021, L090, K004, E008 y P026. Ciudad de México","es","INECOL","XAL","Digitalización y sistematización de las colecciones biológicas del INECOL","PRESERVED_SPECIMEN","V011929",,"F. Chiang C.","PRESENT",1971-03-19,1971,3,19,"Orilla de un lecho del arroyo seco",,,"MX","Veracruz de ignacio de la llave",,"TEMPOAL","10 km carretera Tempoal-Pánuco","México","Veracruz","Tempoal",,"NO DISPONIBLE",,"Achatocarpus nigricans Triana",21.65,-98.35,"CHIANG",,"ACHATOCARPACEAE_CHIANG_",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Achatocarpus nigricans","identified",1,TRUE,21.65,-98.35,"","","","FALSE","in"
1895392511,"Panero J. L. 2003. Catálogo electrónico de especímenes depositados en el Herbario de la Universidad de Texas en Austin, Fase IV. LL Herbarium. The University of Texas. Bases de datos SNIB-CONABIO, proyectos AE013, V057, V007 y Q047. México, D. F.","es","CNS-UT","TEX","Catálogo electrónico de especímenes depositados en el Herbario de la Universidad de Texas en Austin, Fase IV","PRESERVED_SPECIMEN","00154176",,"F. Chiang C.; A. Salinas T.; O. R. Dorado R.","PRESENT",1985-06-04,1985,6,4,"Matorral espinoso con Prosopis, Lycium y Grabowskia",,,"MX","Puebla",,,"8 Km al W de Pueblo Nuevo, por la Terracería rumbo a Axusco","México","Puebla","Coxcatlán",,"F. Chiang C.",,"Phaulothamnus spinescens A.Gray",18.25,-97.116667,"CHIANG",,"ACHATOCARPACEAE_CHIANG_",-3,7,4,TRUE,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray","Y","Accepted",TRUE,FALSE,1,TRUE,"not groupable: no recordNumber",FALSE,"Phaulothamnus spinescens","identified",1,TRUE,18.25,-97.116667,"","","","FALSE","in"
4061509257,"http://www.tropicos.org/Specimen/102145245",,"MA","Tropicos","Tropicos","PRESERVED_SPECIMEN","102145245","Choque Ajata 109","D. Choque A.;L. Cayola;A. T. Fernández C.;B. Joly;Noel Cuevas;Evert Cuevas","PRESENT",2005-03-11,2005,3,11,,,,"BO","La Paz",,"Franz Tamayo","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo.","Bolivia","La Paz","Franz Tamayo","Apolo","A. Fuentes (LPB)",2005-01-01,"Achatocarpus praecox Griseb.",-14.532972,-68.693639,"CHOQUE",109,"ACHATOCARPACEAE_CHOQUE_109",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-14.532972,-68.693639,"{""Ctrl_gbifID"":[{""value"":""1259928898"",""freq"":1},{""value"":""4031671757"",""freq"":1},{""value"":""4061509257"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus praecox Griseb."",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""D. Choque A.;L. Cayola;A. T. Fernández C.;B. Joly;Noel Cuevas;Evert Cuevas"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Choque Ajata 109"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""A. Fuentes (LPB)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""2005-01-01"",""freq"":3}],""Ctrl_institutionCode"":[{""value"":""LPB"",""freq"":1},{""value"":""MA"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500159"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus praecox"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Griseb."",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""2005"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""La Paz"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""Área Natural de Manejo Integrado Madidi. Noroeste de Apolo."",""freq"":3}],""Ctrl_countryCode"":[{""value"":""BO"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""2005-03-11"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""Bolivia"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""La Paz"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""Franz Tamayo"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""Apolo"",""freq"":3}]}","{""Ctrl_gbifID"":[""4061509257"",""4031671757;[4031671757]"",""1259928898;[1259928898]""],""Ctrl_institutionCode"":[""MA"",""MO;[4031671757]"",""LPB;[1259928898]""]}","","FALSE","in"
4061507793,"http://www.tropicos.org/Specimen/102145262",,"MA","Tropicos","Tropicos","PRESERVED_SPECIMEN","102145262","Choque Ajata 118","D. Choque A.;L. Cayola;Ericka Llanos;Noel Cuevas;Evert Cuevas","PRESENT",2005-03-11,2005,3,11,,,,"BO","La Paz",,"Franz Tamayo","Área Natural de Manejo Integrado Madidi. NW de Apolo.","Bolivia","La Paz","Franz Tamayo","Apolo","A. Fuentes (LPB)",2005-01-01,"Achatocarpus praecox Griseb.",-14.547361,-68.692639,"CHOQUE",118,"ACHATOCARPACEAE_CHOQUE_118",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-14.547361,-68.692639,"{""Ctrl_gbifID"":[{""value"":""1259929069"",""freq"":1},{""value"":""4031669669"",""freq"":1},{""value"":""4061507793"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus praecox Griseb."",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""D. Choque A.;L. Cayola;Ericka Llanos;Noel Cuevas;Evert Cuevas"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Choque Ajata 118"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""A. Fuentes (LPB)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""2005-01-01"",""freq"":3}],""Ctrl_institutionCode"":[{""value"":""LPB"",""freq"":1},{""value"":""MA"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500159"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus praecox"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Griseb."",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""2005"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""La Paz"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""Área Natural de Manejo Integrado Madidi. NW de Apolo."",""freq"":3}],""Ctrl_countryCode"":[{""value"":""BO"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""2005-03-11"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""Bolivia"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""La Paz"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""Franz Tamayo"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""Apolo"",""freq"":3}]}","{""Ctrl_gbifID"":[""4061507793"",""4031669669;[4031669669]"",""1259929069;[1259929069]""],""Ctrl_institutionCode"":[""MA"",""MO;[4031669669]"",""LPB;[1259929069]""]}","","FALSE","in"
4061509244,"http://www.tropicos.org/Specimen/102144909",,"MA","Tropicos","Tropicos","PRESERVED_SPECIMEN","102144909","Choque Ajata 66","D. Choque A.;L. Cayola;A. T. Fernández C.;Noel Cuevas;Evert Cuevas","PRESENT",2005-03-07,2005,3,7,,,,"BO","La Paz",,"Franz Tamayo","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo,","Bolivia","La Paz","Franz Tamayo","Apolo","A. Fuentes (LPB)",2008-01-01,"Achatocarpus praecox Griseb.",-14.554917,-68.685917,"CHOQUE",66,"ACHATOCARPACEAE_CHOQUE_66",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",TRUE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-14.554917,-68.685917,"{""Ctrl_gbifID"":[{""value"":""1259918716"",""freq"":1},{""value"":""4031554898"",""freq"":1},{""value"":""4061509244"",""freq"":1}],""Ctrl_scientificName"":[{""value"":""Achatocarpus praecox Griseb."",""freq"":3}],""Ctrl_recordedBy"":[{""value"":""D. Choque A.;L. Cayola;A. T. Fernández C.;Noel Cuevas;Evert Cuevas"",""freq"":3}],""Ctrl_recordNumber"":[{""value"":""Choque Ajata 66"",""freq"":3}],""Ctrl_identifiedBy"":[{""value"":""A. Fuentes (LPB)"",""freq"":3}],""Ctrl_dateIdentified"":[{""value"":""2008-01-01"",""freq"":3}],""Ctrl_institutionCode"":[{""value"":""LPB"",""freq"":1},{""value"":""MA"",""freq"":1},{""value"":""MO"",""freq"":1}],""Ctrl_collectionCode"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_datasetName"":[{""value"":""Tropicos"",""freq"":3}],""Ctrl_language"":[{""value"":""empty"",""freq"":3.0}],""wcvp_plant_name_id"":[{""value"":""500159"",""freq"":3}],""wcvp_taxon_rank"":[{""value"":""Species"",""freq"":3}],""wcvp_taxon_status"":[{""value"":""Accepted"",""freq"":3}],""wcvp_family"":[{""value"":""Achatocarpaceae"",""freq"":3}],""wcvp_taxon_name"":[{""value"":""Achatocarpus praecox"",""freq"":3}],""wcvp_taxon_authors"":[{""value"":""Griseb."",""freq"":3}],""wcvp_reviewed"":[{""value"":""Y"",""freq"":3}],""wcvp_searchNotes"":[{""value"":""Accepted"",""freq"":3}],""Ctrl_fieldNotes"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_year"":[{""value"":""2005"",""freq"":3}],""Ctrl_stateProvince"":[{""value"":""La Paz"",""freq"":3}],""Ctrl_municipality"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_locality"":[{""value"":""Área Natural de Manejo Integrado Madidi. Noroeste de Apolo,"",""freq"":3}],""Ctrl_countryCode"":[{""value"":""BO"",""freq"":3}],""Ctrl_eventDate"":[{""value"":""2005-03-07"",""freq"":3}],""Ctrl_habitat"":[{""value"":""empty"",""freq"":3.0}],""Ctrl_level0Name"":[{""value"":""Bolivia"",""freq"":3}],""Ctrl_level1Name"":[{""value"":""La Paz"",""freq"":3}],""Ctrl_level2Name"":[{""value"":""Franz Tamayo"",""freq"":3}],""Ctrl_level3Name"":[{""value"":""Apolo"",""freq"":3}]}","{""Ctrl_gbifID"":[""4061509244"",""4031554898;[4031554898]"",""1259918716;[1259918716]""],""Ctrl_institutionCode"":[""MA"",""MO;[4031554898]"",""LPB;[1259918716]""]}","","FALSE","in"
